B,C,D,A
0.6703711058147286,-0.9935514763164232,-1.723585921729045,0.5224348344550962
1.8812486295592308,0.4563986291375025,-1.257539651362651,0.07134386423993203
1.8192798437207953,1.4250033483204958,0.9723848269029085,0.4301233452586276
0.9722013466503379,2.280663205938034,0.418221101083845,-0.2541198135119684
0.25374088148404783,1.5222674099006661,1.844899389936395,-0.8675425770874974
-0.7618117761280611,1.1817234397706835,2.030568983682133,-1.238456621842218
-0.8662704870731313,0.10470117346975469,0.1181376437828553,-0.5120222359736953
-0.8298502332361,-0.9303041241560497,-0.5872327608937824,-0.49987014001509733
-0.8410475793281137,-0.8909973238219865,-0.22321143505247343,-0.9188298334224829
-0.17317572700672135,-2.1834803575169337,-0.8826574720117666,-0.2571392968112015
-0.16912093978547774,-1.759978556025834,-0.7721961899910746,-0.4007840454161373
-0.7167821786763023,-0.7664828369333703,-0.4201067228405033,-0.5869252248800094
-0.4498095493931636,-0.8796656846627593,-0.4190587172258638,-0.037340713966199535
-0.7142558062698938,-1.1677375704106714,-0.2376360672884183,0.2827807043370127
-0.2127797172744002,-1.2133834956079268,-0.07515383749475357,-0.12611727181570737
0.04498704276781296,-0.9993501974012233,-0.3241566779299825,0.4737180629041706
0.8186748504780392,-0.15686566622616432,0.4942350310334254,0.29473275855888187
1.067967602781411,0.4056871023500048,1.1135640752467078,0.11176812795148683
0.7786930465263951,1.3953648563535883,1.1134021857564171,1.1132545146136221
0.8548107488568837,0.8530790446394032,1.8700511854250004,1.0637840557496412
1.6759736024399208,1.509868780501289,1.7997559239170497,0.18964324770686897
1.195201038726311,1.908119294496654,2.9081923030110417,0.04025725787305205
0.33657783113797246,1.9403394868525445,2.907541939925486,-0.25770792167815615
-0.4153298364429572,1.5553095627678608,2.1362707144200312,-0.4080963406924586
-0.8111941272289025,0.7169468371851688,0.22545638874899077,-0.9485896916037527
-1.6048103402465617,-0.3255107753279443,-0.35822768573472524,0.1685242935125244
-0.39923695773690765,-1.5591240023757298,-1.508292987589429,-0.4001501062113898
-0.5689188276074515,-1.3991932870750332,-1.0630060785741389,-0.6537055355029954
-0.604642467846281,-0.5282815778296923,-1.1473187834588734,-0.19136746025232648
-0.17080745305407352,-1.0012931569177583,-1.0600590034471404,-0.10852427576049846
-0.14046584316642702,-1.123926748521647,-0.7604262773820718,0.1838845801664258
0.7883999621308053,-0.30709331060352635,0.5079627877933935,-0.27334303334416926
0.6905258689634868,0.5381349862117043,2.0303991089895166,-0.5681549626840773
-0.4600693698595578,0.5756053641758009,0.7087122984095959,-0.6037704884508268
-1.138624343453245,0.05250461585593803,0.22804987104669094,0.575823126537447
0.25269581425103577,-1.1678485330802348,-1.2232768878087605,0.5914534616757211
-0.0353363456191228,0.4171769144798646,0.057910579076215773,0.12028425095308026
